name,C_SRR370,C_SRR371,C_SRR372,C_SRR373,C_SRR374,C_SRR377,C_SRR378,C_SRR380,C_SRR381,C_SRR382,PD_SRR316,PD_SRR317,PD_SRR318,PD_SRR319,PD_SRR320,PD_SRR325,PD_SRR329,PD_SRR333,PD_SRR334,PD_SRR335
Cytobacillus firmus,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cytobacillus gottheilii,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cytobacillus oceanisediminis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Dactylococcopsis salina,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Defluviitalea saccharophila,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehalobacter restrictus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehalobacter sp. DCM,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehalococcoides mccartyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Dehalococcoides sp. THU4,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehalogenimonas sp. 4OHTPN,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deinococcus aquaticus,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deinococcus radiodurans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deinococcus rubellus,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deinococcus sp. AJ005,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delftia tsuruhatensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Dellaglioa sp. P0083,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denitrobacterium detoxificans,0.0,0.0,0.0,1e-05,0.0,2e-05,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desemzia incerta,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfarculus baarsii,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfitobacterium dehalogenans,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfitobacterium hafniense,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfobacca acetoxidans,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfobulbus oligotrophicus,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfobulbus oralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfocurvibacter africanus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfohalobium retbaense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfomicrobium sp. ZS1,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfomonile tiedjei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulforamulus ruminis,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Desulfosarcina ovata,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Desulfoscipio gibsoniae,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfoscipio sp. XC116,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfotomaculum nigrificans,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfovibrio aminophilus,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Desulfovibrio desulfuricans,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,1e-05,1e-05,0.00043,0.0,0.0,0.0,0.0,5e-05,0.0,0.00237,0.0,0.0,0.0
Desulfovibrio fairfieldensis,1e-05,0.00059,0.00136,1e-05,0.00261,1e-05,0.0,4e-05,1e-05,1e-05,7e-05,0.0,1e-05,1e-05,0.0,0.0,1e-05,1e-05,0.0,0.0
Desulfovibrio mangrovi,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfovibrio piger,3e-05,1e-05,2e-05,0.0,1e-05,0.00478,0.0,0.00016,0.0001,3e-05,0.0,0.0,1e-05,2e-05,0.0,0.0,2e-05,0.0,0.0,0.0
Desulfovibrio sp. G11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Desulfovibrio sp. WGS1351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfurivibrio alkaliphilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devosia lacusdianchii,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devosia rhizoryzae,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dialister hominis,0.0,1e-05,0.0,0.0,0.0,8e-05,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,3e-05,1e-05
Dialister massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,1e-05
Dialister pneumosintes,0.0,0.0,0.0,3e-05,0.0,2e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0
Dialister sp.,0.0,0.0,0.0,5e-05,0.0,4e-05,6e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,1e-05
Dialister succinatiphilus,1e-05,0.0,0.0,5e-05,0.0,9e-05,5e-05,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,1e-05,1e-05,0.0,0.0
Diaphorobacter sp. JS3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diaphorobacter sp. MNS-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickeya chrysanthemi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Dickeya sp. NCPPB 3274,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diorhovirus intestinalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorea formicigenerans,0.00359,0.00184,0.00802,0.00095,0.00031,0.0122,0.00043,0.00233,0.003,0.0004,0.00024,8e-05,0.00249,0.00051,0.00019,0.00016,0.00119,0.00408,0.0002,0.00016
Dorea longicatena,0.01886,0.00718,0.00603,0.00163,0.00042,0.01566,0.02211,0.01174,0.00608,0.00084,0.00015,9e-05,0.00372,0.00692,0.01399,0.00322,0.00742,0.00037,0.00014,0.00322
Draconibacterium orientale,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duncaniella dubosii,0.0,5e-05,5e-05,0.0,0.0,5e-05,0.0,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Duodenibacillus massiliensis,0.0,0.0,0.00129,0.0,0.0,0.00019,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,7e-05,2e-05,0.0,0.0,7e-05
Dyadobacter fermentans,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dyadobacter sp. 676,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dysgonomonas capnocytophagoides,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dysgonomonas sp. HDW5A,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dysosmobacter welbionis,0.00363,0.00261,0.0029,0.00068,0.00815,0.00327,0.00388,0.0058,0.00461,0.00432,0.00064,0.00241,0.00254,0.00639,0.00102,0.00151,0.00381,0.00437,0.00243,0.00151
Ectopseudomonas mendocina,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edaphobacter paludis,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwardsiella ictaluri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Effusibacillus dendaii,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eggerthella guodeyinii,3e-05,1e-05,2e-05,0.0014,4e-05,2e-05,1e-05,2e-05,3e-05,1e-05,1e-05,1e-05,0.0,2e-05,0.0,2e-05,1e-05,3e-05,1e-05,2e-05
Eggerthella lenta,0.00411,0.00029,0.00059,0.00106,0.00226,0.0008,0.00412,0.00237,0.00317,0.00235,0.00326,2e-05,0.00011,0.00368,0.00107,0.00217,0.00087,0.00993,0.00137,0.00217
Eggerthella sp. YY7918,1e-05,1e-05,1e-05,7e-05,2e-05,1e-05,1e-05,1e-05,1e-05,5e-05,1e-05,0.0,0.0,6e-05,1e-05,0.0,0.00018,1e-05,0.0,0.0
Eisenbergiella porci,0.00054,0.0002,0.00021,0.00042,0.00133,0.00026,0.0008,0.00048,0.00022,0.00116,6e-05,0.00262,0.0001,0.00111,0.00013,0.00316,0.00023,0.00374,0.00429,0.00316
Elizabethkingia anophelis,0.0,1e-05,1e-05,1e-05,1e-05,2e-05,0.0,2e-05,0.0,1e-05,2e-05,1e-05,1e-05,2e-05,0.0,1e-05,0.0,1e-05,0.0,1e-05
Emcibacter sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emergencia sp. JLR.KK010,2e-05,2e-05,2e-05,2e-05,2e-05,3e-05,1e-05,4e-05,3e-05,2e-05,0.0,0.0,1e-05,2e-05,1e-05,1e-05,2e-05,2e-05,1e-05,1e-05
Emergencia timonensis,2e-05,2e-05,0.00015,5e-05,2e-05,4e-05,0.0,2e-05,0.00022,0.00246,0.0,1e-05,0.00024,0.00051,0.0,0.00101,1e-05,1e-05,0.0,0.00101
Enorma phocaeensis,1e-05,1e-05,2e-05,1e-05,6e-05,2e-05,1e-05,1e-05,0.0,0.0,7e-05,1e-05,0.0,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0
Enterobacter adelaidei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterobacter asburiae,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0
Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0
Enterobacter hormaechei,0.00017,6e-05,0.00023,0.02446,0.00028,0.00027,4e-05,0.00018,0.0223,0.00021,0.00058,0.00098,0.00035,0.00053,0.00049,0.00022,0.00088,0.00013,0.00032,0.00022
Enterobacter kobei,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0
Enterobacter ludwigii,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,2e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0
Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,3e-05,1e-05,0.0
Enterocloster asparagiformis,0.00088,0.00013,0.00019,0.00036,0.00188,0.00034,0.0006,0.00092,0.00122,0.00352,9e-05,0.00092,0.00028,0.00553,0.00011,2e-05,0.00057,0.00201,0.00036,2e-05
Enterocloster bolteae,0.00419,0.00058,0.00099,0.00165,0.00357,0.00051,0.00171,0.00061,0.00076,0.0077,0.00833,0.07047,0.00084,0.02214,0.00133,0.0307,0.00045,0.00558,0.02061,0.0307
Enterocloster clostridioformis,0.0007,0.00051,0.00027,0.00084,0.00387,0.00033,0.0013,0.00079,0.00068,0.00438,0.00126,0.00178,0.0004,0.00836,0.00048,0.00019,0.00036,0.00252,0.00077,0.00019
Enterocloster lavalensis,0.00013,0.0002,0.00016,6e-05,0.00092,0.00012,0.00061,0.00022,0.0002,0.00087,0.00013,0.00029,0.00012,0.00143,0.00055,5e-05,0.00044,7e-05,0.00303,5e-05
Enterococcus avium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.01186,0.0,3e-05,1e-05,0.0,0.0,0.0,0.0,0.0
Enterococcus casseliflavus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus cecorum,1e-05,1e-05,2e-05,0.0,0.0,1e-05,2e-05,1e-05,2e-05,3e-05,0.0,0.0,0.0,2e-05,1e-05,0.0,0.0,1e-05,1e-05,0.0
Enterococcus faecalis,2e-05,2e-05,0.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,0.00013,0.00219,0.0,1e-05,1e-05,1e-05,2e-05,2e-05,0.0,1e-05
Enterococcus faecium,0.00039,0.00062,0.00032,0.0008,0.00131,0.00071,6e-05,0.0008,0.00038,0.0005,0.00023,0.00797,0.00049,0.0007,0.00051,0.00055,0.0005,0.00057,0.00025,0.00055
Enterococcus gallinarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus gilvus,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus italicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus phage vB_EfaS_IME197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus raffinosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus saigonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus sp. DIV0849a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus sp. ZQ21,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eponavirus epona,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Erwinia persicina,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erysipelatoclostridium sp. An173,0.0,1e-05,1e-05,3e-05,0.0,1e-05,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Erysipelothrix sp. HDW6B,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erythrobacter neustonensis,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia albertii,1e-05,3e-05,5e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,2e-05,0.0,3e-05,0.0,0.0,0.0
Escherichia coli,0.00215,1e-05,0.00016,0.00018,0.00012,2e-05,1e-05,7e-05,0.0001,2e-05,5e-05,0.03832,2e-05,0.00041,0.00368,2e-05,0.00271,0.00215,0.00048,2e-05
Escherichia fergusonii,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia marmotae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia sp. E4742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia sp. HH091_1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eshraghiella crossota,9e-05,0.00024,0.00024,8e-05,0.00012,0.00024,0.00016,0.00036,0.00026,0.00024,1e-05,4e-05,0.00021,4e-05,0.00013,0.0,0.00032,0.00012,1e-05,0.0
Ethanoligenens harbinense,1e-05,1e-05,1e-05,1e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,0.0,2e-05,0.0,3e-05,1e-05,0.0,3e-05,0.0,0.0,0.0
Eubacterium callanderi,5e-05,0.0001,0.00034,0.00018,0.00232,0.00014,0.00158,0.00027,0.00017,0.0001,0.00011,7e-05,0.00024,0.00057,0.00015,7e-05,0.00014,0.00163,0.00019,7e-05
Eubacterium limosum,9e-05,5e-05,2e-05,0.00014,0.00018,2e-05,4e-05,2e-05,1e-05,3e-05,1e-05,6e-05,0.0,3e-05,3e-05,1e-05,1e-05,8e-05,1e-05,1e-05
Eubacterium maltosivorans,3e-05,3e-05,2e-05,2e-05,8e-05,5e-05,6e-05,0.00011,2e-05,0.00018,4e-05,3e-05,1e-05,4e-05,6e-05,5e-05,8e-05,0.00026,1e-05,5e-05
Eubacterium ramulus,0.00025,0.00117,0.00499,0.00066,0.00011,0.00194,0.00016,0.00018,0.00259,0.00019,4e-05,3e-05,0.00349,0.00425,0.00018,4e-05,0.00105,0.0001,4e-05,4e-05
Eubacterium sp. F2,2e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,0.0,1e-05,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0
Eubacterium sp. MSJ-33,4e-05,7e-05,6e-05,4e-05,2e-05,0.00076,3e-05,4e-05,4e-05,2e-05,1e-05,1e-05,4e-05,1e-05,2e-05,0.0,0.00108,2e-05,0.0,0.0
Eubacterium ventriosum,0.00019,0.00027,0.00021,8e-05,0.00013,0.00023,0.00013,0.00025,0.00016,3e-05,2e-05,4e-05,0.00112,0.00197,8e-05,1e-05,0.0002,8e-05,2e-05,1e-05
Exiguobacterium sp. N4-1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezakiella coagulans,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faecalibacillus intestinalis,0.00167,0.00163,0.0007,7e-05,1e-05,7e-05,4e-05,0.00027,0.00063,6e-05,1e-05,0.0,0.00131,2e-05,3e-05,1e-05,0.00017,2e-05,1e-05,1e-05
Faecalibacterium duncaniae,0.00027,0.00524,0.00332,0.00017,0.02313,0.01549,0.01463,0.00557,0.0043,0.00041,0.00023,0.00065,0.00083,0.00027,0.02116,9e-05,0.01747,0.00102,7e-05,9e-05
Faecalibacterium prausnitzii,0.0028,0.03937,0.02684,0.00166,0.05019,0.04816,0.03097,0.05852,0.05395,0.04358,0.00048,0.00281,0.05666,0.00125,0.02808,0.00022,0.03563,0.01526,0.00026,0.00022
Faecalibacterium sp. I2-3-92,0.00013,0.00338,0.00215,1e-05,0.00946,0.00896,0.00903,0.00296,0.00152,0.00104,9e-05,0.00054,0.00067,8e-05,0.00881,9e-05,0.00326,0.00036,3e-05,9e-05
Faecalibacterium sp. I3-3-33,6e-05,0.00254,0.00722,8e-05,0.00241,0.00227,0.0004,0.00141,0.00353,0.0002,2e-05,0.00012,0.00034,4e-05,0.0007,1e-05,0.00112,0.00418,2e-05,1e-05
Faecalibacterium sp. I3-3-89,8e-05,0.02157,0.00261,0.00024,0.00046,0.00333,0.00304,0.00481,0.0021,0.00044,3e-05,0.00015,0.00102,0.00013,0.00055,1e-05,0.00117,0.0003,3e-05,1e-05
Faecalibacterium sp. I4-1-79,9e-05,0.00315,0.01,4e-05,0.00296,0.00323,0.00077,0.00179,0.00491,0.00037,5e-05,0.00027,0.00071,0.0001,0.00066,2e-05,0.00118,0.00518,2e-05,2e-05
Faecalibacterium sp. I4-3-84,0.00011,0.00372,0.00135,0.00018,0.00176,0.00289,0.002,0.00148,0.00112,0.00029,9e-05,0.00027,0.00077,0.00023,0.00507,6e-05,0.00209,0.00057,4e-05,6e-05
Faecalibacterium sp. IP-1-18,0.00037,0.00335,0.01016,0.00018,0.01089,0.00553,0.00149,0.00222,0.0096,0.00034,0.00016,0.00041,0.00061,0.00036,0.00131,9e-05,0.00163,0.00554,0.00038,9e-05
Faecalibacterium sp. IP-3-29,0.00019,0.00265,0.00498,0.00025,0.00788,0.00671,0.00643,0.00205,0.00567,0.00021,5e-05,6e-05,0.00067,6e-05,0.00757,2e-05,0.00307,0.00058,5e-05,2e-05
Faecalibacterium sp. i21-0019-B1,0.0004,0.00197,0.00147,3e-05,0.00103,0.00303,0.00243,0.00126,0.00161,0.00012,5e-05,0.00052,0.00093,0.00057,0.01483,9e-05,0.00166,0.0003,3e-05,9e-05
Faecalibacterium sp. i25-0019-C1,9e-05,0.00194,0.00113,3e-05,0.00147,0.00263,0.00366,0.00215,0.00227,8e-05,5e-05,0.00022,0.00105,0.00017,0.01817,4e-05,0.00283,0.00026,3e-05,4e-05
Faecalibacterium taiwanense,0.00021,0.00397,0.0021,8e-05,0.00278,0.00713,0.0077,0.00265,0.00319,0.00029,0.00017,0.0006,0.00158,0.00038,0.0227,0.00017,0.00394,0.00049,5e-05,0.00017
Faecalibacterium wellingii,3e-05,0.00318,0.00109,7e-05,0.0005,0.00233,0.00065,0.00143,0.00058,5e-05,1e-05,3e-05,0.00348,2e-05,0.00142,0.0,0.00667,0.00038,1e-05,0.0
Faecalibaculum rodentium,0.0,0.0,2e-05,0.0,0.0,4e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0
